Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
Spider-Man 2,GBA,2004.0,Action,Activision,0.76,0.28,0.0,0.02,1.06,65.0,7.7,E
Seek and Destroy,PS2,2002.0,Racing,Play It,0.52,0.4,0.0,0.14,1.06,63.0,8.8,T
Darksiders,X360,2010.0,Action,THQ,0.67,0.28,0.01,0.1,1.06,83.0,7.9,M
Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72.0,7.2,T
LEGO Marvel Super Heroes,XOne,2013.0,Action,Warner Bros. Interactive Entertainment,0.61,0.35,0.0,0.09,1.06,,6.8,E10+
Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,84.0,8.4,T
DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87.0,7.1,T
Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.28,0.65,0.0,0.13,1.05,71.0,7,E10+
DiRT,PS3,2007.0,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,83.0,8,E
Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75.0,6.9,T
Cosmic Ark,2600,1981.0,Shooter,Imagic,0.99,0.05,0.0,0.01,1.05,,,
Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,0.46,0.31,0.2,0.09,1.05,75.0,8,M
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,81.0,9,T
Defender,2600,1980.0,Misc,Atari,0.99,0.05,0.0,0.01,1.05,35.0,,T
Dora the Explorer: Dora Saves the Mermaids,DS,2007.0,Platform,Take-Two Interactive,0.97,0.01,0.0,0.07,1.05,44.0,tbd,E
Arc the Lad II,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05,,,T
Tag Team Match M.U.S.C.L.E.,NES,1985.0,Fighting,Namco Bandai Games,0.0,0.0,1.05,0.0,1.05,,,
Derby Stallion 96,SNES,1996.0,Sports,ASCII Entertainment,0.0,0.0,1.04,0.01,1.05,,,
Adventure Island,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.05,0.0,1.05,,,E
NBA 2K3,PS2,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89.0,8,E
LEGO The Lord of the Rings,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,82.0,8.3,E10+
The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,61.0,8.3,T
Dave Mirra Freestyle BMX,PS,2000.0,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,82.0,8.4,E
EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70.0,6.1,T
Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,92.0,7.6,E
Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80.0,7.9,E
Monster Rancher 2,PS,1998.0,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,83.0,,E
MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,81.0,8.9,E
Imagine: Animal Doctor,DS,2007.0,Simulation,Ubisoft,0.45,0.48,0.0,0.11,1.04,,7.4,E
Legacy of Kain: Soul Reaver,PS,1999.0,Action,Eidos Interactive,0.58,0.4,0.0,0.07,1.04,91.0,9,T
WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,80.0,8.4,T
Tales of Destiny,PS,1997.0,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04,62.0,,T
Sleeping Dogs,PS3,2012.0,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83.0,7.7,M
ATV: Quad Power Racing,PS,2000.0,Racing,Acclaim Entertainment,0.58,0.39,0.0,0.07,1.04,42.0,tbd,E
Mega Man X4,PS,1996.0,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,,,E
Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74.0,8.9,T
Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,73.0,8.7,E10+
Aliens vs Predator,PS3,2010.0,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,65.0,7.3,M
Bomberman 64,N64,1997.0,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04,61.0,,E
Jeremy McGrath Supercross 98,PS,1998.0,Racing,Acclaim Entertainment,0.91,0.1,0.0,0.03,1.04,,,E
F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86.0,8.5,E
Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.48,0.0,0.11,1.04,46.0,4.4,E10+
Sonic & Sega All-Stars Racing,DS,2010.0,Racing,Sega,0.43,0.5,0.0,0.11,1.04,,,
Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,83.0,8.8,T
The Simpsons Game,X360,2007.0,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,71.0,7.7,T
F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,7.5,E
Brink,X360,2011.0,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68.0,5.8,T
MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03,79.0,8.4,E
WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03,88.0,7.9,E
UFC Undisputed 3,PS3,2012.0,Action,THQ,0.55,0.32,0.03,0.13,1.03,86.0,7.4,T
LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,73.0,7,E10+
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84.0,8.1,T
Super Princess Peach,DS,2005.0,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75.0,7.6,E
Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,67.0,7,E10+
NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,82.0,8.8,E
Donkey Kong Land III,GB,1997.0,Platform,Nintendo,0.68,0.31,0.0,0.04,1.03,,,E
Bomberman,NES,1985.0,Puzzle,Hudson Soft,0.18,0.0,0.85,0.0,1.03,73.0,,E
The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,86.0,8.4,T
LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,Activision,0.44,0.42,0.0,0.17,1.03,77.0,7.7,E10+
Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,86.0,8.5,M
Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93.0,8.5,T
MySims Agents,Wii,2009.0,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,78.0,8.6,E
Junior Brain Trainer,DS,2008.0,Misc,GSP,0.23,0.71,0.0,0.09,1.03,,tbd,E
MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,79.0,8.8,T
FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65.0,6.1,E
ZhuZhu Pets,DS,2010.0,Simulation,Activision,0.67,0.26,0.0,0.09,1.02,,tbd,E
Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,72.0,7,E
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72.0,8.4,T
Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70.0,6.4,E
NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90.0,6.2,E
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86.0,8.1,T
Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54.0,7.9,E10+
Final Fight 2,SNES,1993.0,Action,Capcom,0.39,0.12,0.49,0.02,1.02,,,E10
The Lost World: Jurassic Park,PS,1997.0,Action,Electronic Arts,0.57,0.39,0.0,0.07,1.02,,,T
Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61.0,6,E10+
Dance on Broadway,Wii,2010.0,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,48.0,3.3,E10+
LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.31,0.0,0.09,1.02,71.0,7.4,E10+
Petz: Catz 2,DS,2007.0,Simulation,Ubisoft,0.51,0.4,0.0,0.11,1.02,,9,E
Bulletstorm,X360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84.0,7.6,M
Skylanders SWAP Force,PS3,2013.0,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83.0,5.3,E10+
Madden NFL 07,XB,2006.0,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,83.0,8.7,E
Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66.0,6.9,E
Rock Band 2,Wii,2008.0,Misc,MTV Games,0.93,0.01,0.0,0.08,1.02,92.0,7.7,T
Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70.0,8.7,E
Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,8.2,E
Wall-E,Wii,2008.0,Platform,THQ,0.51,0.4,0.0,0.11,1.01,51.0,3.6,E
Pong: The Next Level,PS,1998.0,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01,,,E
Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,74.0,8,T
Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009.0,Adventure,Disney Interactive Studios,0.56,0.34,0.02,0.09,1.01,,tbd,E
Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80.0,7.9,T
The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,64.0,6.1,T
NBA Jam Tournament Edition,SNES,1995.0,Sports,Acclaim Entertainment,0.87,0.12,0.0,0.02,1.01,,,E
Championship Manager 3,PC,2003.0,Sports,Eidos Interactive,0.0,0.93,0.0,0.08,1.01,,,
Need for Speed: Most Wanted,PSV,2012.0,Racing,Electronic Arts,0.33,0.45,0.01,0.22,1.01,86.0,,T
Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81.0,8,M
Assassin's Creed: Rogue,X360,2014.0,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,72.0,7.3,M
Rayman Legends,PS4,2014.0,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,90.0,8.5,E10+
Oshare Majo Love and Berry: DS Collection,DS,2006.0,Misc,Sega,0.0,0.0,1.01,0.0,1.01,,,
Prince of Persia,X360,2008.0,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81.0,7,T
Monster Rancher,PS,1997.0,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,86.0,8.3,E
ZombiU,WiiU,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.0,7.7,M
Pokken Tournament,WiiU,2016.0,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,76.0,8,E10+
Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51.0,8,E
Breath of Fire III,PS,1997.0,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1.0,76.0,,T
NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,67.0,4.5,E10+
God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,86.0,8.4,M
Dead or Alive 2,PS2,2000.0,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08,1.0,90.0,,T
1942,NES,1985.0,Shooter,Capcom,0.65,0.14,0.21,0.0,1.0,,,E
Game & Watch Gallery,GB,1997.0,Misc,Nintendo,0.63,0.25,0.09,0.03,1.0,,,E
Excitebike 64,N64,2000.0,Racing,Nintendo,0.65,0.15,0.19,0.01,1.0,89.0,,E
NES Open Tournament Golf,NES,1991.0,Sports,Nintendo,0.41,0.1,0.47,0.02,1.0,,,E
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004.0,Misc,Sammy Corporation,0.0,0.0,1.0,0.0,1.0,,,
SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,92.0,8.9,T
PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1.0,77.0,,E
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006.0,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0.0,1.0,,,E
Road & Track Presents: The Need for Speed,PS,1995.0,Racing,Electronic Arts,0.56,0.38,0.0,0.07,1.0,,,E
NFL GameDay 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.56,0.38,0.0,0.07,1.0,73.0,tbd,E
NBA Live 97,PS,1996.0,Sports,Electronic Arts,0.55,0.38,0.0,0.07,1.0,,,E
Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72.0,9.3,T
Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,8.4,E10+
Jampack Winter 2000,PS,2000.0,Misc,Sony Computer Entertainment,0.55,0.38,0.0,0.07,1.0,,,T
NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,79.0,8.5,E
Just Dance 2014,X360,2013.0,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,79.0,7.8,E10+
NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,6.6,E
The Simpsons: Hit & Run,GC,2003.0,Racing,Vivendi Games,0.77,0.2,0.0,0.03,0.99,77.0,,T
UFC Undisputed 3,X360,2012.0,Action,THQ,0.72,0.2,0.0,0.08,0.99,85.0,7.6,T
Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,8.6,E
Haze,PS3,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55.0,6.5,M
Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,88.0,9.1,T
The Bouncer,PS2,2000.0,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66.0,8,T
DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,87.0,8.2,T
Guitar Hero: Aerosmith,PS3,2008.0,Misc,Activision,0.73,0.15,0.0,0.11,0.99,70.0,5,T
Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99,51.0,6.6,E10+
EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,70.0,8.2,E
Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78.0,8.1,T
Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75.0,8.3,T
Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89.0,8.4,M
Cars: Race-O-Rama,Wii,2009.0,Racing,THQ,0.61,0.29,0.0,0.09,0.99,58.0,tbd,E
Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.16,0.78,0.0,0.04,0.99,71.0,tbd,E
Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,79.0,8.7,T
Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80.0,6.8,E
Littlest Pet Shop: Winter,DS,2008.0,Simulation,Electronic Arts,0.58,0.31,0.0,0.1,0.98,,tbd,E
Final Fantasy Type-0,PS4,2015.0,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.98,,,RP
FIFA Soccer 10,Wii,2009.0,Sports,Electronic Arts,0.23,0.64,0.0,0.11,0.98,75.0,6.2,E
Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.0,8.2,T
Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,91.0,7.9,M
Mario Party Advance,GBA,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54.0,5.4,E
Tetris 2,NES,1993.0,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98,,,E
Zoo Tycoon DS,DS,2005.0,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44.0,6.6,E
NASCAR 99,N64,1998.0,Racing,Electronic Arts,0.94,0.04,0.0,0.01,0.98,,,E
WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,THQ,0.38,0.5,0.0,0.11,0.98,59.0,5.9,T
Air-Sea Battle,2600,1977.0,Shooter,Atari,0.91,0.06,0.0,0.01,0.98,,,
Dead Space 3,X360,2013.0,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,78.0,6.4,M
Suikoden III,PS2,2002.0,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98,86.0,7.7,T
Rocksmith 2014,PS3,2013.0,Misc,Ubisoft,0.53,0.24,0.05,0.16,0.98,91.0,,T
Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82.0,7.5,M
Madden NFL 10,PS2,2009.0,Sports,Electronic Arts,0.88,0.0,0.0,0.1,0.98,86.0,7.2,E
NBA 2K10,X360,2009.0,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,82.0,7.6,E
NCAA Football 06,XB,2005.0,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,87.0,8.3,E
Madden NFL 16,X360,2015.0,Sports,Electronic Arts,0.85,0.02,0.0,0.1,0.97,82.0,5.1,E
Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,0.0,0.93,0.0,0.04,0.97,93.0,8.9,M
Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,81.0,5.3,E
Fire Emblem,GBA,2003.0,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88.0,9.2,E
Brutal Legend,X360,2009.0,Action,Electronic Arts,0.62,0.26,0.0,0.09,0.97,82.0,8,M
Disney Infinity,PS3,2013.0,Action,Disney Interactive Studios,0.49,0.32,0.0,0.16,0.97,75.0,5.9,E10+
Tamagotchi Connection: Corner Shop 2,DS,2006.0,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97,66.0,tbd,E
NHL 2004,PS2,2003.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,85.0,7.6,E
Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75.0,7.9,M
Disney Tangled,DS,2010.0,Action,Disney Interactive Studios,0.53,0.35,0.0,0.09,0.97,,,E
Wheel of Fortune,Wii,2010.0,Misc,THQ,0.86,0.04,0.0,0.06,0.97,,7.6,E
FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,81.0,8.7,E
Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,89.0,5.5,M
Cars,DS,2006.0,Racing,THQ,0.85,0.04,0.0,0.07,0.97,54.0,2.1,E
Band Hero,Wii,2009.0,Misc,Activision,0.59,0.29,0.0,0.09,0.97,79.0,6.6,E10+
Romancing SaGa,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,0.97,0.0,0.97,60.0,,E10
Skylanders: Spyro's Adventure,X360,2011.0,Action,Activision,0.53,0.34,0.0,0.1,0.97,78.0,5.2,E10+
Donkey Kong Junior,2600,1981.0,Platform,Atari,0.9,0.05,0.0,0.01,0.97,,,
LEGO Harry Potter: Years 5-7,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.51,0.37,0.0,0.09,0.97,77.0,7.9,E10+
LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,LucasArts,0.75,0.19,0.0,0.03,0.97,84.0,9.1,E10+
Medal of Honor: Underground,PS,2000.0,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,86.0,9,T
Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87.0,9.1,T
Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.22,0.62,0.0,0.12,0.96,88.0,8.2,M
Evolve,PS4,2015.0,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76.0,4.3,M
Dead Space 3,PS3,2013.0,Action,Electronic Arts,0.44,0.36,0.0,0.16,0.96,76.0,6.4,M
Dragon Quest X,Wii,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96,,,
Jampack Summer '99,PS,1999.0,Misc,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96,,,T
Dance Dance Revolution 2nd ReMIX,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.9,0.06,0.96,,,
Mortal Kombat Trilogy,N64,1996.0,Fighting,GT Interactive,0.72,0.22,0.0,0.02,0.96,,,M
Star Soldier,NES,1986.0,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96,,,E
NHL 2001,PS2,2000.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,85.0,8.1,E
Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96,65.0,7.5,E
Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.47,0.4,0.0,0.09,0.96,77.0,7.5,T
de Blob,Wii,2008.0,Platform,THQ,0.49,0.37,0.0,0.1,0.96,82.0,8.6,E
Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96,,,
Shinobi,PS2,2002.0,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71.0,7.9,M
Mortal Kombat: Deadly Alliance,XB,2002.0,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,81.0,8.4,M
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.0,0.14,0.96,88.0,8.5,M
Sniper Elite V2,PS3,2012.0,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.0,6.9,M
ESPN NBA 2K5,XB,2004.0,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,85.0,8.7,E
Gangs of London,PSP,2006.0,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,52.0,6.7,M
Mario Tennis Open,3DS,2012.0,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,69.0,6.9,E
PilotWings Resort,3DS,2011.0,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71.0,7.4,E
Wheel of Fortune,PS2,1998.0,Misc,Unknown,0.47,0.36,0.0,0.12,0.95,,tbd,E
World Championship Poker,PS2,2004.0,Misc,Play It,0.8,0.03,0.0,0.13,0.95,60.0,7.7,E
My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63.0,7.6,E
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005.0,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,87.0,8.6,M
Sonic Unleashed,X360,2008.0,Platform,Sega,0.54,0.32,0.0,0.09,0.95,60.0,7.8,E10+
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003.0,Platform,THQ,0.74,0.19,0.0,0.03,0.95,71.0,8.6,E
Disney Infinity 2.0: Marvel Super Heroes,PS3,2014.0,Action,Disney Interactive Studios,0.46,0.33,0.0,0.16,0.95,80.0,,E10
PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74.0,7.3,T
Scooby-Doo! First Frights,Wii,2009.0,Action,Warner Bros. Interactive Entertainment,0.84,0.04,0.0,0.07,0.95,,,E10
Epic Mickey 2: The Power of Two,Wii,2012.0,Action,Disney Interactive Studios,0.67,0.21,0.0,0.07,0.95,,,
Mega Man Star Force Dragon / Leo / Pegasus,DS,2006.0,Action,Capcom,0.39,0.0,0.53,0.03,0.95,,,E
Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,78.0,4.1,E
Yakuza 4,PS3,2011.0,Action,Sega,0.15,0.13,0.63,0.05,0.95,78.0,8,M
Wild ARMs,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,89.0,,E
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79.0,6.9,M
Kessen,PS2,2000.0,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.0,8.4,T
Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,7.7,T
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003.0,Misc,Konami Digital Entertainment,0.68,0.25,0.0,0.02,0.95,,,E
NCAA Football 2000,PS,1999.0,Sports,Electronic Arts,0.53,0.36,0.0,0.06,0.95,,,E
Ben 10: Alien Force,DS,2008.0,Action,Koch Media,0.65,0.22,0.0,0.09,0.95,52.0,2.8,E
Army of Two: The 40th Day,X360,2010.0,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,73.0,7.3,M
Sonic & Sega All-Stars Racing,PS3,2010.0,Racing,Sega,0.36,0.43,0.0,0.16,0.95,,,
Just Dance 2016,Wii,2015.0,Misc,Ubisoft,0.41,0.46,0.0,0.08,0.95,,tbd,E10+
Skylanders: Trap Team,Wii,2014.0,Action,Activision,0.41,0.46,0.0,0.08,0.95,,tbd,E10+
Lost Planet 2,PS3,2010.0,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68.0,6.9,T
